;neutral;Here is a code in , I would like to run it with , optimizing if possible.
;positive;"Yep I've been testing some stuff recently under Safari 5.1.5 (WinXP) recently and when you have elements with tabindex=""0"", all the elements EXCEPT links ( with ""href"" defined) are focusable. By all elements, I mean s, s etc. It's absolutely amazing for me from the accessibility point of view!"
;neutral;This is one way of handling it, if you're receiving uploaded files.
;positive;Ah, excellent :)
;neutral;Im afraid you cant do that!!!
;negative;Well, you could play around a bit... What about a function that rewrites itself? Warning: This is extremely ugly and should not be used in production code!
;negative;If someone is commonly needing to delete all but the top n rows, I'd argue they've got bigger issues to worry about.
;neutral;I'm not familiar with Seam specifically, but I've seen this same problem come up when working with XSLT and other XML-based frameworks. There are generally two solutions: Rethink your page and data architecture so that the entire list written depending on a single condition. This may require a loop inside the s:fragment. Wrap the offending non-valid fragment html in a <![CDATA[ ... ]]>
;neutral;if this question is fit for SO, then this is the only correct answer..
;negative;I really hate using GUI-designer for writing a swing application :(
;negative;I am trying to figure out why foundation is acting differently to expected behaviour. If you look at the Kitchen Sink page for foundation, the default styles for secondary buttons hover affect is different to what I get if I set foundation up in rails. Note these images are from my rails application Image 1 - look at the '.tiny.secondary' button - no hover Image 2 - look at the '.tiny.secondary' button - with hover However on the page for foundation the color does not transition to the primary colour of the site. It transitions to a darker shade of grey. Have I missed some setting? Really frustrating me! I am guessing this is a bug in foundation
;negative;Well, this is a bit of an awful hack but quite frankly any C++ application which needs a way to define an unconstructable object is probably already an awful hack! And under GCC, I get the following: test.cpp: In function ���int main()��: test.cpp:9: error: cannot declare variable ���an_instance�� to be of abstract type ���la�� test.cpp:2: note: because the following virtual functions are pure within ���la��: test.cpp:4: note: virtual void la::oh_no_you_dont()
;positive;killed that process and restarted and it worked!
;neutral;What's the Ruby way to do this?
;positive;I'm currently tuning a large app that uses L2S using the following process (to great success!) Start SQL Server Profiler and create a trace using the 'Tuning' template that gets saved to a file. Then interact with your app to exercise the slow spots. Stop the trace then start up the Database Engine Tuning Advisor. You can load up the trace file you just created and have it suggest all sort of optimizations. I've just created 5 non-clustered indexes based on its suggestions and my app is easily 90% faster that it was before.
